drivers_type,loss_area_ha,pct,emissions_per_ha
Permanent agriculture,1503073.862948444,85.78993111366651,572.103565104351
Hard commodities,152594.53182306062,8.709534971051248,622.3295587033607
Settlements & Infrastructure,65752.59231969668,3.7529162769063875,562.2781561776266
Shifting cultivation,17879.30060678516,1.0204847580862013,571.1134082805964
Logging,9335.555273118505,0.5328391794516447,488.66052788594476
Wildfire,1759.424685841545,0.10042149379268918,290.2464289877397
Unknown,898.8343791175971,0.05130216243387555,401.43238137203474
Other natural disturbances,745.8441867171069,0.0425700446114297,408.08581090951617
